method,split,AUUC_version,AUUC,AUUC_thout,AUUC_emp
NO1.0,6,AUUC_cr_V1V2(0.5),1192.8174724082403,781.2499999873767,1372.1936748984006
NO2.0,6,AUUC_cr_V1,1111.4260440729495,751.2499999868825,1249.1019983314443
NO2.0,6,AUUC_cr_V2,1305.1158302030442,751.2499999868902,1496.924866142135
NO2.0,6,AUUC_cr_V1V2(0.5),1208.2709371380035,751.2499999868855,1373.0134322367987
RAND,7,AUUC_cr_V1,948.428130329693,562.5000000010623,950.9160430490651
RAND,7,AUUC_cr_V2,948.4281303296848,562.5000000010732,950.916043049041
RAND,7,AUUC_cr_V1V2(0.5),948.4281303296812,562.5000000010605,950.9160430490501
Oracle,7,AUUC_cr_V1,1510.157819404657,893.7499999981526,1344.8080665348573
Oracle,7,AUUC_cr_V2,1357.659544814141,893.7499999981574,1194.7610532794502
Oracle,7,AUUC_cr_V1V2(0.5),1433.9086821093897,893.7499999981429,1269.7845599071625
NO0.1,7,AUUC_cr_V1,1502.4015599874492,891.249999997731,1335.8838289725995
NO0.1,7,AUUC_cr_V2,1356.4029005640186,891.249999997736,1150.6061532413007
NO0.1,7,AUUC_cr_V1V2(0.5),1429.4022302757246,891.2499999977215,1243.2449911069589
NO0.5,7,AUUC_cr_V1,1452.7642367695585,876.2499999965577,1305.4173765357832
NO0.5,7,AUUC_cr_V2,1353.8288020088776,876.2499999965632,1088.3034142276376
NO0.5,7,AUUC_cr_V1V2(0.5),1403.296519389209,876.2499999965485,1196.860395381719
NO1.0,7,AUUC_cr_V1,1414.4653397862082,856.2499999947278,1279.167247683885
NO1.0,7,AUUC_cr_V2,1361.8672925370279,856.2499999947327,1130.8695157367536
NO1.0,7,AUUC_cr_V1V2(0.5),1388.166316161609,856.2499999947185,1205.0183817103284
NO2.0,7,AUUC_cr_V1,1349.263786523685,821.249999991329,1259.9833854360083
NO2.0,7,AUUC_cr_V2,1421.7567841082175,821.249999991334,1205.5137322425408
NO2.0,7,AUUC_cr_V1V2(0.5),1385.5102853159433,821.2499999913206,1232.7485588392835
RAND,8,AUUC_cr_V1,1029.4660868608744,562.5000000012083,950.9160430490651
RAND,8,AUUC_cr_V2,1029.466086860848,562.5000000012005,950.916043049041
RAND,8,AUUC_cr_V1V2(0.5),1029.4660868608662,562.5000000012024,950.9160430490501
Oracle,8,AUUC_cr_V1,1428.911706328088,893.7499999983718,1344.8080665348573
Oracle,8,AUUC_cr_V2,1463.8405215677071,893.7499999983811,1194.7610532794502
Oracle,8,AUUC_cr_V1V2(0.5),1446.3761139479004,893.7499999983659,1269.7845599071625
NO0.1,8,AUUC_cr_V1,1434.3579570651489,891.2499999980465,1351.9636905586683
NO0.1,8,AUUC_cr_V2,1488.6752216335078,891.2499999980566,1251.2197179797186
NO0.1,8,AUUC_cr_V1V2(0.5),1461.516589349331,891.2499999980414,1301.591704269202
NO0.5,8,AUUC_cr_V1,1441.7563057661334,848.749999995972,1374.9371342359605
NO0.5,8,AUUC_cr_V2,1548.663329531095,848.7499999959807,1378.11693325895
NO0.5,8,AUUC_cr_V1V2(0.5),1495.2098176486174,848.7499999959656,1376.527033747463
NO1.0,8,AUUC_cr_V1,1390.462500386155,803.7499999937899,1346.5956729487123
NO1.0,8,AUUC_cr_V2,1627.5294583651971,803.7499999937979,1429.094110772089
NO1.0,8,AUUC_cr_V1V2(0.5),1508.9959793756798,803.7499999937842,1387.8448918604083
NO2.0,8,AUUC_cr_V1,1378.1670808721872,783.749999994241,1333.5676626856875
NO2.0,8,AUUC_cr_V2,1605.0648170565858,783.7499999942484,1433.241899085861
NO2.0,8,AUUC_cr_V1V2(0.5),1491.6159489643906,783.7499999942346,1383.4047808857813
RAND,9,AUUC_cr_V1,969.4388434560328,562.5000000011069,950.9160430490651
RAND,9,AUUC_cr_V2,969.4388434560242,562.5000000011132,950.916043049041
RAND,9,AUUC_cr_V1V2(0.5),969.4388434560333,562.5000000011023,950.9160430490501
Oracle,9,AUUC_cr_V1,1448.1847950348595,893.7499999982072,1344.8080665348573
Oracle,9,AUUC_cr_V2,1429.5381029936789,893.7499999982138,1194.7610532794502
Oracle,9,AUUC_cr_V1V2(0.5),1438.8614490142759,893.7499999982085,1269.7845599071625
NO0.1,9,AUUC_cr_V1,1448.1847950348595,893.7499999982072,1344.8080665348573
NO0.1,9,AUUC_cr_V2,1429.5381029936789,893.7499999982138,1194.7610532794502
NO0.1,9,AUUC_cr_V1V2(0.5),1438.8614490142759,893.7499999982085,1269.7845599071625
NO0.5,9,AUUC_cr_V1,1450.5029219534385,891.2499999977991,1335.8838289725995
NO0.5,9,AUUC_cr_V2,1444.1552435292174,891.2499999978049,1150.6061532413007
NO0.5,9,AUUC_cr_V1V2(0.5),1447.3290827413343,891.2499999978002,1243.2449911069589
NO1.0,9,AUUC_cr_V1,1421.5398222580745,873.7499999957045,1310.658890030748
NO1.0,9,AUUC_cr_V2,1423.316609141024,873.749999995708,1146.113592235434
NO1.0,9,AUUC_cr_V1V2(0.5),1422.4282156995562,873.7499999957056,1228.3862411330995
NO2.0,9,AUUC_cr_V1,1386.286966623023,843.7499999950909,1277.0961317276322
NO2.0,9,AUUC_cr_V2,1291.2756837342592,843.7499999950938,1039.595674918106
NO2.0,9,AUUC_cr_V1V2(0.5),1338.7813251786486,843.7499999950932,1158.345903322877
RAND,10,AUUC_cr_V1,839.0355399107934,562.5000000009713,950.9160430490651
RAND,10,AUUC_cr_V2,839.0355399107975,562.5000000009677,950.916043049041
RAND,10,AUUC_cr_V1V2(0.5),839.0355399107921,562.5000000009713,950.9160430490501
