method,split,AUUC_version,AUUC,AUUC_thout,AUUC_emp
NO0.1,7,AUUC_cr_V2,1189.6114587882462,891.25,1189.6114587882462
NO0.1,7,AUUC_cr_V1V2(0.5),994.6972772868266,891.2500000000026,994.6972772868266
NO0.5,7,AUUC_cr_V1,815.0473677276716,876.2500000000016,815.0473677276716
NO0.5,7,AUUC_cr_V2,1074.619569296532,876.25,1074.619569296532
NO0.5,7,AUUC_cr_V1V2(0.5),944.8334685120922,876.2500000000024,944.8334685120922
NO1.0,7,AUUC_cr_V1,805.9631703031781,856.2500000000016,805.9631703031781
NO1.0,7,AUUC_cr_V2,979.1588823960234,856.25,979.1588823960234
NO1.0,7,AUUC_cr_V1V2(0.5),892.5610263495907,856.2500000000024,892.5610263495907
NO2.0,7,AUUC_cr_V1,771.9037125523614,821.2500000000016,771.9037125523614
NO2.0,7,AUUC_cr_V2,797.8895798183461,821.25,797.8895798183461
NO2.0,7,AUUC_cr_V1V2(0.5),784.8966461853422,821.2500000000017,784.8966461853422
RAND,8,AUUC_cr_V1,777.7013229644062,562.5000000000009,777.7013229644062
RAND,8,AUUC_cr_V2,777.7013229644108,562.5,777.7013229644108
RAND,8,AUUC_cr_V1V2(0.5),777.7013229644126,562.5,777.7013229644126
Oracle,8,AUUC_cr_V1,1170.671712668573,893.7500000000016,1170.671712668573
Oracle,8,AUUC_cr_V2,1296.1843689222712,893.75,1296.1843689222712
Oracle,8,AUUC_cr_V1V2(0.5),1233.4280407954252,893.7500000000026,1233.4280407954252
NO0.1,8,AUUC_cr_V1,1151.9918605955688,891.2500000000016,1151.9918605955688
NO0.1,8,AUUC_cr_V2,1283.494852956828,891.25,1283.494852956828
NO0.1,8,AUUC_cr_V1V2(0.5),1217.7433567762025,891.2500000000024,1217.7433567762025
NO0.5,8,AUUC_cr_V1,1059.2356086175073,848.7500000000016,1059.2356086175073
NO0.5,8,AUUC_cr_V2,1316.9094692442884,848.75,1316.9094692442884
NO0.5,8,AUUC_cr_V1V2(0.5),1188.0725389309027,848.7500000000017,1188.0725389309027
NO1.0,8,AUUC_cr_V1,993.8086679748341,803.7500000000016,993.8086679748341
NO1.0,8,AUUC_cr_V2,1177.071677265494,803.75,1177.071677265494
NO1.0,8,AUUC_cr_V1V2(0.5),1085.4401726201697,803.7500000000011,1085.4401726201697
NO2.0,8,AUUC_cr_V1,959.3519708874184,783.7500000000014,959.3519708874184
NO2.0,8,AUUC_cr_V2,1141.1664181520678,783.75,1141.1664181520678
NO2.0,8,AUUC_cr_V1V2(0.5),1050.2591945197487,783.7500000000011,1050.2591945197487
RAND,9,AUUC_cr_V1,431.85094745472543,562.5000000000009,431.85094745472543
RAND,9,AUUC_cr_V2,431.8509474547136,562.5,431.8509474547136
RAND,9,AUUC_cr_V1V2(0.5),431.85094745470633,562.5,431.85094745470633
Oracle,9,AUUC_cr_V1,736.6671188264077,893.7500000000016,736.6671188264077
Oracle,9,AUUC_cr_V2,841.1544030828172,893.75,841.1544030828172
Oracle,9,AUUC_cr_V1V2(0.5),788.9107609546073,893.7500000000026,788.9107609546073
NO0.1,9,AUUC_cr_V1,736.6671188264077,893.7500000000016,736.6671188264077
NO0.1,9,AUUC_cr_V2,841.1544030828172,893.75,841.1544030828172
NO0.1,9,AUUC_cr_V1V2(0.5),788.9107609546073,893.7500000000026,788.9107609546073
NO0.5,9,AUUC_cr_V1,742.932540413053,891.2500000000016,742.932540413053
NO0.5,9,AUUC_cr_V2,848.704180893871,891.25,848.704180893871
NO0.5,9,AUUC_cr_V1V2(0.5),795.8183606534577,891.2500000000026,795.8183606534577
NO1.0,9,AUUC_cr_V1,749.2240295511104,873.7500000000016,749.2240295511104
NO1.0,9,AUUC_cr_V2,835.7701906727754,873.75,835.7701906727754
NO1.0,9,AUUC_cr_V1V2(0.5),792.4971101119386,873.7500000000024,792.4971101119386
NO2.0,9,AUUC_cr_V1,752.2581260775175,843.7500000000016,752.2581260775175
NO2.0,9,AUUC_cr_V2,814.8382990117481,843.75,814.8382990117481
NO2.0,9,AUUC_cr_V1V2(0.5),783.5482125446295,843.7500000000024,783.5482125446295
RAND,10,AUUC_cr_V1,571.4651801366717,562.5000000000009,571.4651801366717
RAND,10,AUUC_cr_V2,571.4651801366381,562.5,571.4651801366381
RAND,10,AUUC_cr_V1V2(0.5),571.4651801366545,562.5,571.4651801366545
Oracle,10,AUUC_cr_V1,806.9647203725768,893.7500000000016,806.9647203725768
Oracle,10,AUUC_cr_V2,695.4356843255288,893.75,695.4356843255288
Oracle,10,AUUC_cr_V1V2(0.5),751.200202349048,893.7500000000026,751.200202349048
NO0.1,10,AUUC_cr_V1,806.9647203725768,893.7500000000016,806.9647203725768
NO0.1,10,AUUC_cr_V2,695.4356843255288,893.75,695.4356843255288
NO0.1,10,AUUC_cr_V1V2(0.5),751.200202349048,893.7500000000026,751.200202349048
NO0.5,10,AUUC_cr_V1,767.0137036910245,883.7500000000016,767.0137036910245
NO0.5,10,AUUC_cr_V2,611.0672113923738,883.75,611.0672113923738
NO0.5,10,AUUC_cr_V1V2(0.5),689.0404575416946,883.7500000000026,689.0404575416946
NO1.0,10,AUUC_cr_V1,741.6168815958221,858.7500000000016,741.6168815958221
NO1.0,10,AUUC_cr_V2,561.2056562285366,858.75,561.2056562285366
NO1.0,10,AUUC_cr_V1V2(0.5),651.4112689121757,858.7500000000033,651.4112689121757
NO2.0,10,AUUC_cr_V1,780.6151165866551,846.2500000000016,780.6151165866551
NO2.0,10,AUUC_cr_V2,588.9790555527194,846.25,588.9790555527194
NO2.0,10,AUUC_cr_V1V2(0.5),684.7970860696835,846.2500000000033,684.7970860696835
RAND,11,AUUC_cr_V1,578.9187851988404,562.5000000000009,578.9187851988404
RAND,11,AUUC_cr_V2,578.918785198799,562.5,578.918785198799
RAND,11,AUUC_cr_V1V2(0.5),578.9187851988245,562.5,578.9187851988245
Oracle,11,AUUC_cr_V1,897.9518718570556,893.7500000000016,897.9518718570556
Oracle,11,AUUC_cr_V2,602.2215819698843,893.75,602.2215819698843
Oracle,11,AUUC_cr_V1V2(0.5),750.0867269134682,893.7500000000026,750.0867269134682
NO0.1,11,AUUC_cr_V1,897.9518718570556,893.7500000000016,897.9518718570556
NO0.1,11,AUUC_cr_V2,602.2215819698843,893.75,602.2215819698843
NO0.1,11,AUUC_cr_V1V2(0.5),750.0867269134682,893.7500000000026,750.0867269134682
NO0.5,11,AUUC_cr_V1,849.3175055467289,866.2500000000016,849.3175055467289
NO0.5,11,AUUC_cr_V2,800.3657676883256,866.25,800.3657676883256
NO0.5,11,AUUC_cr_V1V2(0.5),824.8416366175262,866.2500000000024,824.8416366175262
NO1.0,11,AUUC_cr_V1,831.1469739098644,818.7500000000016,831.1469739098644
NO1.0,11,AUUC_cr_V2,836.3584278110625,818.75,836.3584278110625
NO1.0,11,AUUC_cr_V1V2(0.5),833.7527008604621,818.7500000000026,833.7527008604621
NO2.0,11,AUUC_cr_V1,831.1469739098644,818.7500000000016,831.1469739098644
NO2.0,11,AUUC_cr_V2,836.3584278110625,818.75,836.3584278110625
NO2.0,11,AUUC_cr_V1V2(0.5),833.7527008604621,818.7500000000026,833.7527008604621
RAND,12,AUUC_cr_V1,633.5284470727138,562.5000000000009,633.5284470727138
RAND,12,AUUC_cr_V2,633.5284470727092,562.5,633.5284470727092
RAND,12,AUUC_cr_V1V2(0.5),633.528447072722,562.5,633.528447072722
Oracle,12,AUUC_cr_V1,989.3980620645092,893.7500000000016,989.3980620645092
Oracle,12,AUUC_cr_V2,1321.7630715951675,893.75,1321.7630715951675
Oracle,12,AUUC_cr_V1V2(0.5),1155.5805668298353,893.7500000000026,1155.5805668298353
NO0.1,12,AUUC_cr_V1,989.3980620645092,893.7500000000016,989.3980620645092
NO0.1,12,AUUC_cr_V2,1321.7630715951675,893.75,1321.7630715951675
NO0.1,12,AUUC_cr_V1V2(0.5),1155.5805668298353,893.7500000000026,1155.5805668298353
NO0.5,12,AUUC_cr_V1,1002.2051944613569,878.7500000000016,1002.2051944613569
NO0.5,12,AUUC_cr_V2,1236.451546883221,878.75,1236.451546883221
NO0.5,12,AUUC_cr_V1V2(0.5),1119.3283706722866,878.7500000000031,1119.3283706722866
NO1.0,12,AUUC_cr_V1,983.1755335245173,861.2500000000016,983.1755335245173
NO1.0,12,AUUC_cr_V2,1229.1568823181924,861.25,1229.1568823181924
